Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common names (Eng),Red List status,Population trend
187638,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,bimaculatus,"Candy hogfish, Twospot  hogfish, Two-spot slender hogfish, Two-spotted hogfish, Yellow hogfish",LC,unknown
187420,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,busellatus,,LC,unknown
187583,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,cylindriatus,Cylindrical hogfish,LC,unknown
187587,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,diana,"Diana's hogfish, Fourspot hogfish, Indian diana's hogfish, Polkadot grouper, Red hogfish",LC,unknown
187368,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,dictynna,,LC,unknown
183624,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,diplotaenia,"Mexican hogfish, Streamer hogfish",LC,stable
183539,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,eclancheri,"Brown hogfish, Gal‡pagos hogfish, Harlequin wrasse",LC,unknown
187807,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,flavifrons,,LC,unknown
187650,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,flavipinnis,,DD,unknown
187506,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,frenchii,Foxfish,NT,decreasing
187643,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,insularis,"Island hogfish, Parrotfish",LC,unknown
187721,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,izuensis,,DD,unknown
187690,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,leucosticticus,Lined hogfish,LC,unknown
187744,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,loxozonus,"Blackfin Hogfish, Eclipse Hogfish",LC,unknown
187683,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,macrognathos,Giant hogfish,LC,unknown
187648,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,macrourus,"Black-banded hogfish, Eclipse wrasse, Mauritius hogfish, Spotted coral hogfish",LC,unknown
187697,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,masudai,,LC,unknown
